"","CN_10yryClose","CN_10yry_hpft","CN_10yry_hpfc","US_10yryClose","US_10yry_hpft","US_10yry_hpfc","UK_10yryClose","UK_10yry_hpft","UK_10yry_hpfc","GR_10yryClose","GR_10yry_hpft","GR_10yry_hpfc","IT_10yryClose","IT_10yry_hpft","IT_10yry_hpfc","AU_10yryClose","AU_10yry_hpft","AU_10yry_hpfc","CN_5yryClose","CN_5yry_hpft","CN_5yry_hpfc","CN_2yryClose","CN_2yry_hpft","CN_2yry_hpfc","US_2yryClose","US_2yry_hpft","US_2yry_hpfc","INA_10yryClose","INA_10yry_hpft","INA_10yry_hpfc","IND_10yryClose","IND_10yry_hpft","IND_10yry_hpfc"
"2010-01-04",3.7996,3.72441434702779,0.0751856529722125,3.83,3.89096102888767,-0.0409610288876677,4.016,4.17446164986742,-0.17656164986742,3.66,3.66234719954784,-0.0123471995478437,4.095,4.06741263337275,0.0275873666272496,5.747,5.69810170391709,0.121898296082906,2.9584,3.00110689900823,-0.0427068990082267,1.9665,2.04901475904626,-0.0825147590462629,0.96,0.981236298784753,0.108763701215247,9.891,10.0009348955785,-0.00293489557845578,8.302,8.30189336145261,0.000106638547390923
"2010-01-05",3.7991,3.72080616092215,0.0782938390778471,3.83,3.89096102888767,-0.0409610288876677,4.016,4.17446164986742,-0.17656164986742,3.66,3.66234719954784,-0.0123471995478437,4.095,4.06741263337275,0.0275873666272496,5.747,5.69810170391709,0.121898296082906,2.991,2.99666670079519,-0.00566670079518654,1.98,2.04886040840642,-0.068860408406418,0.96,0.981236298784753,0.108763701215247,9.891,10.0009348955785,-0.00293489557845578,8.302,8.30189675532121,0.000103244678787416
"2010-01-06",3.777,3.71719800589524,0.0598019941047558,3.83,3.89096102888767,-0.0409610288876677,4.016,4.17446164986742,-0.17656164986742,3.64,3.65633092535044,0.00366907464956321,4.116,4.06606484427594,0.0289351557240591,5.738,5.69619455504225,0.050805444957749,2.9912,2.99222648492883,-0.00102648492883165,1.9799,2.04870602365829,-0.0688060236582898,0.96,0.981236298784753,0.108763701215247,10.045,9.98836315164996,-0.0973631516499639,8.302,8.3019001492339,9.98507661038211e-05
"2010-01-07",3.7869,3.71358994538931,0.0733100546106885,3.83,3.89096102888767,-0.0409610288876677,4.016,4.17446164986742,-0.17656164986742,3.66,3.65031464604919,-0.0103146460491943,4.089,4.06471706658264,0.0512829334173605,5.73,5.69428745655526,0.0437125434447387,3.0039,2.98778623141346,0.0161137685865387,1.9999,2.04855154222947,-0.0486515422294708,0.96,0.981236298784753,0.108763701215247,9.818,9.97579140650831,0.069208593491695,8.302,8.30190354327742,9.64567225828531e-05
"2010-01-08",3.7922,3.70998206756635,0.0822179324336549,3.83,3.89096102888767,-0.0409610288876677,4.016,4.17446164986742,-0.17656164986742,3.65,3.64429835805693,0.0157016419430718,4.1,4.06336932365698,0.0256306763430167,5.745,5.69238047984491,0.0376195201550921,3.034,2.98334591982907,0.0506540801709337,2.0099,2.04839687310591,-0.0384968731059108,0.96,0.981236298784753,0.108763701215247,9.782,9.9632196186943,-0.145219618694299,8.302,8.30190693757981,9.30624201929337e-05
"2010-01-11",3.8011,3.70637449089176,0.0947255091082376,3.85,3.88685233462802,-0.11685233462802,4.016,4.17446164986742,-0.17656164986742,3.66,3.63828205352279,0.0117179464772092,4.054,4.06202166006141,0.0379783399385853,5.765,5.69047371436898,0.0545262856310202,3.0159,2.97890553641642,0.0369944635835776,2.0299,2.04824190516297,-0.0183419051629681,0.95,0.980116043645067,0.0298839563549333,10.222,9.95064777535682,-0.168647775356815,8.302,8.30191033230897,8.96676910311566e-05
"2010-01-12",3.799,3.70276736781657,0.0962326321834296,3.74,3.88274362343673,-0.0327436234367306,3.9658,4.1714004762349,-0.117400476234904,3.59,3.63226573108636,0.0277342689136388,4.046,4.06067413095306,-0.00667413095306231,5.685,5.68856726513566,0.0764327348643364,3.0137,2.97446508835466,0.0392349116453352,2.0699,2.04808651136294,0.0218134886370579,0.92,0.978995833463921,0.0310041665360791,9.639,9.93807580361677,0.283924196383227,8.302,8.30191372767127,8.627232872635e-05
"2010-01-13",3.838,3.69916088994749,0.138839110052509,3.8,3.8786348300801,-0.0286348300801002,3.9882,4.1683392296189,-0.0797392296189029,3.61,3.62624939423095,-0.0362493942309477,4.084,4.05932680718778,-0.0133268071877783,5.585,5.68666125969212,-0.00166125969211965,3.0445,2.97002459811495,0.0744754018850475,2.1099,2.04793055708632,0.0619694429136762,0.97,0.977875725552682,0.052124274447318,9.568,9.92550356088288,-0.286503560882884,8.302,8.30191712391016,8.28760898423262e-05
"2010-01-14",3.8156,3.69555528866995,0.120044711330053,3.76,3.87452587578953,-0.0445258757895334,4.0138,4.16527778850729,-0.0807777885072923,3.6,3.62023305790409,-0.0102330579040886,4.096,4.05797975686259,0.0260202431374051,5.675,5.68475585717973,-0.0997558571797263,3.0209,2.96558410438658,0.0553158956134208,2.1134,2.04777391673043,0.0656260832695727,0.94,0.976755790038592,-0.0167557900385921,9.567,9.9129310219267,-0.344931021926702,8.302,8.30192052130472,7.94786952813857e-05
"2010-01-15",3.816,3.69195085275987,0.124049147240133,3.7,3.87041666995995,-0.0204166699599467,3.9686,4.16221599842696,-0.066815998426961,3.57,3.61421672206928,-0.014216722069281,4.072,4.05663304256578,0.0393669574342229,5.628,5.68285121605317,-0.00785121605316687,3.0121,2.96114367664397,0.0509563233560253,2.1216,2.04761649030824,0.0739835096917608,0.89,0.975636118594973,-0.0256361185949726,9.638,9.90035804309073,-0.333358043090733,8.302,8.30192392016831,7.60798316881852e-05
"2010-01-18",3.8139,3.68834792061483,0.125552079385169,3.715,3.86630710358105,-0.126307103581051,3.9705,4.1591536715145,-0.143153671514504,3.54,3.60820038246009,-0.0382003824600882,4.06,4.05528673764131,0.016713262358686,5.577,5.68094745353206,-0.0529474535320603,3.0051,2.95670340722694,0.0483965927730634,2.1134,2.04745820495993,0.0659417950400688,0.91,0.974516795968974,-0.054516795968974,9.567,9.88778433813687,-0.249784338136869,8.302,8.30192732084715,7.26791528540874e-05
"2010-01-19",3.7812,3.68474688190936,0.096453118090644,3.73,3.86219705920313,-0.0621970592031252,4.0643,4.15609059228747,-0.190290592287473,3.57,3.60218402893345,-0.0621840289334502,4.068,4.05394093170591,0.00605906829408797,5.568,5.67904468359065,-0.102044683590653,3.0112,2.95226340953856,0.0589365904614441,2.1334,2.04729901840748,0.086100981592517,0.93,0.973397896310808,-0.00339789631080842,9.567,9.87520948303019,-0.308209483030187,8.302,8.30193072371888,6.92762811221086e-05
"2010-01-20",3.763,3.68114817821614,0.0818518217838644,3.68,3.85808636716617,-0.0980863671661731,4.053,4.15302648608945,-0.164826486089448,3.54,3.59616763555581,-0.0261676355558074,4.069,4.05259572128487,0.0154042787151342,5.628,5.67714299831684,-0.109142998316841,2.9993,2.94782381698713,0.0514761830128695,2.1134,2.04713891563056,0.0662610843694391,0.92,0.972279471235634,-0.0322794712356341,9.566,9.86263295048497,-0.29563295048497,8.302,8.30193412919121,6.58708087926267e-05
"2010-01-21",3.7808,3.6775522909777,0.103247709022297,3.62,3.85397483210043,-0.153974832100433,3.9728,4.14996099960553,-0.136160999605527,3.51,3.59015115068922,-0.0501511506892208,4.085,4.05125120540805,0.0177487945919516,5.56,5.67524244761735,-0.0472424476173509,3.02,2.94338478734297,0.0766152126570262,2.1234,2.04697791719951,0.0764220828004862,0.87,0.971161570954057,-0.0811615709540573,9.637,9.8500540858141,-0.284054085814096,8.302,8.30193753770047,6.24622995299935e-05
"2010-01-22",3.7505,3.67395973547085,0.0765402645291469,3.62,3.84986221809118,-0.134862218091183,3.9691,4.14689371138817,-0.178293711388167,3.48,3.58413451187911,-0.0741345118791055,4.081,4.04990748947284,0.0350925105271588,5.49,5.67334303628358,-0.113343036283585,3.0155,2.93894649965458,0.0765535003454153,2.1228,2.04681607107436,0.0759839289256396,0.84,0.970044232333649,-0.0600442323336486,9.708,9.83747211212765,-0.200472112127654,8.302,8.30194094971023,5.90502897702197e-05
"2010-01-25",3.715,3.67037106965082,0.0446289303491819,3.66,3.8457482255767,-0.115748225576701,3.964,4.14382414370635,-0.173324143706346,3.5,3.5781176359404,-0.098117635940405,4.041,4.04856468621326,0.0324353137867388,5.52,5.67144474957882,-0.181444749578815,3.0343,2.93450916464011,0.0997908353598917,2.11,2.04665345680493,0.0633465431950683,0.86,0.968927458693049,-0.038927458693049,9.779,9.8248861351192,-0.116886135119204,8.302,8.30194436570987,5.56342901298996e-05
"2010-01-26",3.6994,3.66678688311151,0.0326131168884887,3.65,3.84163249924864,-0.161632499248638,3.926,4.14075174512959,-0.0764517451295885,3.46,3.57210040904384,-0.0721004090438387,4.016,4.04722292286916,-0.00622292286916232,5.5025,5.66954752591486,-0.149547525914863,3.0046,2.93007302466183,0.0745269753381689,2.075,2.04649018534976,0.0285098146502376,0.87,0.967811228531028,-0.0478112285310281,9.779,9.81229517761519,-0.0332951776151906,8.302,8.30194778621318,5.22137868166138e-05
"2010-01-27",3.6802,3.66320778389463,0.0169922161053714,3.66,3.83751463595299,-0.217514635952992,3.9171,4.13767589258219,-0.0846758925821854,3.48,3.56608267680224,-0.10608267680224,4.091,4.04588234008785,-0.0298823400878524,5.485,5.66765122870158,-0.165151228701582,2.9841,2.92563836333156,0.0584616366684446,2.055,2.0463263938523,0.00867360614769963,0.9,0.966695504255309,-0.0966955042553093,9.815,9.79969821412606,-0.0206982141260589,8.302,8.30195121175696,4.87882430409833e-05
"2010-01-28",3.7057,3.65963439352284,0.0460656064771564,3.68,3.83339416572339,-0.213394165723389,3.9874,4.13459593138636,-0.161795931386365,3.48,3.56006425502503,-0.0800642550250323,4.161,4.04454307594432,0.0464569240556757,5.505,5.66575565953189,-0.180755659531892,3.0019,2.92120549506754,0.0806945049324601,2.07,2.04616223124081,0.0238377687591938,0.87,0.965580228510375,-0.125580228510375,9.843,9.78709420539933,0.0279057946006643,8.302,8.30195464289957,4.53571004305428e-05
"2010-01-29",3.6979,3.6560673405427,0.0418326594572973,3.63,3.82927052868164,-0.169270528681641,3.9523,4.13151117186273,-0.16241117186273,3.46,3.55404491567133,-0.0740449156713276,4.109,4.04320525616142,0.117794743838576,5.45,5.66386055173184,-0.158860551731841,3.0013,2.91677475845373,0.0845252415462702,2.0796,2.04599785002886,0.0336021499711436,0.82,0.964465303970678,-0.104465303970678,9.814,9.77448210362676,0.068517896373244,8.302,8.30195808021955,4.19197804457165e-05
