"USDXDate","USDXClose","USDX_hpft","USDX_hpfc"
2010-01-04,77.42,78.2275708097821,-0.807570809782091
2010-01-05,77.62,78.2914673001138,-0.671467300113761
2010-01-06,77.48,78.3553634566281,-0.875363456628136
2010-01-07,77.97,78.4192586679503,-0.449258667950337
2010-01-08,77.49,78.4831519608654,-0.993151960865437
2010-01-11,77.07,78.547042176453,-1.47704217645302
2010-01-12,77.09,78.6109277452636,-1.52092774526357
2010-01-13,76.8,78.6748064872978,-1.87480648729783
2010-01-14,76.79,78.7386755938661,-1.94867559386605
2010-01-15,77.17,78.8025314813107,-1.63253148131074
2010-01-18,77.05,78.8663697604667,-1.81636976046668
2010-01-19,77.56,78.9301853673475,-1.37018536734748
2010-01-20,78.31,78.9939724871527,-0.683972487152677
2010-01-21,78.38,79.0577247387022,-0.677724738702234
2010-01-22,78.28,79.1214354580893,-0.841435458089333
2010-01-25,78.21,79.185097701263,-0.97509770126301
2010-01-26,78.49,79.2487041763567,-0.758704176356681
2010-01-27,78.68,79.3122471884379,-0.632247188437845
2010-01-28,78.94,79.3757187289559,-0.435718728955912
2010-01-29,79.48,79.4391105280148,0.0408894719852219
2010-02-01,79.26,79.5024141356098,-0.24241413560977
2010-02-02,78.96,79.5656211186383,-0.605621118638328
2010-02-03,79.37,79.6287229437936,-0.258722943793587
2010-02-04,79.96,79.6917108274293,0.268289172570674
2010-02-05,80.21,79.7545758789536,0.455424121046438
2010-02-08,80.39,79.8173093186743,0.572690681325723
2010-02-09,79.85,79.8799025551535,-0.0299025551535267
2010-02-10,79.96,79.9423472336806,0.0176527663193437
2010-02-11,80,80.0046349871842,-0.00463498718422557
2010-02-12,80.32,80.0667574558903,0.253242544109668
2010-02-15,80.39,80.1287062781089,0.261293721891149
2010-02-16,79.68,80.1904731968297,-0.510473196829739
2010-02-17,80.4,80.2520500630515,0.14794993694851
2010-02-18,81.23,80.313428516764,0.916571483236018
2010-02-19,80.55,80.3746002591126,0.175399740887423
2010-02-22,80.52,80.4355573701169,0.0844426298830969
2010-02-23,80.84,80.4962920023002,0.343707997699775
2010-02-24,80.76,80.5567963430904,0.203203656909611
2010-02-25,80.82,80.6170627219904,0.202937278009555
2010-02-26,80.35,80.6770835525,-0.327083552500006
2010-03-01,80.76,80.7368513320044,0.0231486679955525
2010-03-02,80.4,80.7963584226861,-0.396358422686102
2010-03-03,80.02,80.855597196296,-0.835597196296021
2010-03-04,80.54,80.9145598607466,-0.374559860746615
2010-03-05,80.42,80.9732382785478,-0.553238278547825
2010-03-08,80.52,81.0316241573822,-0.51162415738216
2010-03-09,80.54,81.0897089762449,-0.549708976244924
2010-03-10,80.45,81.1474840026468,-0.697484002646793
2010-03-11,80.27,81.204940276871,-0.93494027687105
2010-03-12,79.77,81.2620685508892,-1.49206855088925
2010-03-15,80.21,81.318859190207,-1.108859190207
2010-03-16,79.71,81.3753019435666,-1.66530194356658
2010-03-17,79.75,81.4313861013541,-1.68138610135409
2010-03-18,80.28,81.4871002655873,-1.20710026558728
2010-03-19,80.76,81.5424323432648,-0.782432343264797
2010-03-22,80.57,81.5973697424194,-1.02736974241938
2010-03-23,80.94,81.6518995476576,-0.711899547657586
2010-03-24,81.85,81.7060084189134,0.143991581086615
2010-03-25,82.03,81.759682721849,0.27031727815096
2010-03-26,81.62,81.8129088816471,-0.192908881647071
2010-03-29,81.21,81.8656734352303,-0.65567343523035
2010-03-30,81.39,81.9179628397787,-0.527962839778712
2010-03-31,81,81.9697632814427,-0.969763281442741
2010-04-01,80.72,82.021060728139,-1.30106072813903
2010-04-02,81.17,82.0718407469156,-0.901840746915582
2010-04-05,81.18,82.1220883670195,-0.942088367019515
2010-04-06,81.44,82.1717882449108,-0.731788244910761
2010-04-07,81.64,82.2209246476294,-0.580924647629391
2010-04-08,81.41,82.2694815397225,-0.859481539722479
2010-04-09,80.88,82.3174426456065,-1.43744264560648
2010-04-12,80.57,82.3647913344237,-1.79479133442368
2010-04-13,80.44,82.4115103811352,-1.97151038113518
2010-04-14,80.18,82.4575818188067,-2.27758181880672
2010-04-15,80.55,82.5029868655614,-1.95298686556139
2010-04-16,80.83,82.5477057980601,-1.71770579806009
2010-04-19,80.93,82.59171808568,-1.66171808567997
2010-04-20,81.1,82.6350024877671,-1.53500248776712
2010-04-21,81.21,82.6775370767782,-1.46753707677819
2010-04-22,81.97,82.7192992906631,-0.749299290663138
2010-04-23,81.35,82.7602659607498,-1.41026596074977
2010-04-26,81.25,82.800413608638,-1.55041360863798
2010-04-27,82.28,82.8397181729783,-0.559718172978252
2010-04-28,82.32,82.8781549515442,-0.558154951544167
2010-04-29,81.94,82.9156990107439,-0.97569901074393
2010-04-30,81.89,82.9523251862659,-1.06232518626592
2010-05-03,82.36,82.9880079104838,-0.628007910483785
2010-05-04,83.46,83.0227211766496,0.437278823350423
2010-05-05,84.13,83.0564387184241,1.07356128157588
2010-05-06,84.76,83.0891344502171,1.67086554978287
2010-05-07,84.35,83.1207827302103,1.22921726978974
2010-05-10,84.42,83.151358607249,1.26864139275097
2010-05-11,84.69,83.1808376382901,1.50916236170992
2010-05-12,84.75,83.209195904697,1.54080409530301
2010-05-13,85.33,83.2364101116592,2.09358988834085
2010-05-14,86.27,83.2624576012719,3.0075423987281
2010-05-17,86.21,83.2873165810336,2.92268341896643
2010-05-18,87.34,83.3109665016451,4.02903349835486
2010-05-19,86.33,83.3333880219255,2.99661197807453
2010-05-20,85.85,83.3545634661331,2.49543653386691
2010-05-21,85.42,83.3744763972053,2.04552360279473
2010-05-24,86.48,83.3931114095922,3.08688859040781
2010-05-25,86.61,83.4104539432823,3.19954605671767
2010-05-26,87.21,83.4264907142594,3.78350928574063
2010-05-27,86.26,83.4412097610708,2.81879023892917
2010-05-28,86.78,83.4546006862131,3.32539931378691
2010-05-31,86.68,83.4666542573599,3.21334574264011
2010-06-01,86.72,83.4773626167713,3.24263738322873
2010-06-02,86.7,83.4867192349733,3.21328076502667
2010-06-03,87.11,83.4947189228662,3.61528107713379
2010-06-04,88.23,83.5013578195958,4.72864218040425
2010-06-07,88.45,83.5066335587154,4.9433664412846
2010-06-08,88.19,83.5105457284105,4.67945427158945
2010-06-09,87.9,83.5130959602581,4.38690403974187
2010-06-10,87.04,83.5142878201311,3.52571217986889
2010-06-11,87.28,83.5141266872721,3.76587331272792
2010-06-14,86.69,83.5126193983132,3.17738060168675
2010-06-15,86.07,83.5097743465444,2.56022565345556
2010-06-16,86.19,83.5056012386585,2.68439876134149
2010-06-17,85.65,83.500110839642,2.14988916035796
2010-06-18,85.56,83.4933150241034,2.06668497589657
2010-06-21,85.93,83.4852265553307,2.44477344466933
2010-06-22,86.11,83.4758590508952,2.63414094910483
2010-06-23,85.82,83.4652271389388,2.35477286106123
2010-06-24,85.73,83.4533465364517,2.27665346354829
2010-06-25,85.31,83.4402339337927,1.8697660662073
2010-06-28,85.66,83.4259069623972,2.23409303760274
2010-06-29,86.14,83.410384026589,2.72961597341102
2010-06-30,86.09,83.3936844541742,2.69631554582577
2010-07-01,84.59,83.3758287012739,1.21417129872611
2010-07-02,84.36,83.356838338553,1.00316166144696
2010-07-05,84.71,83.3367354385686,1.37326456143144
